id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado,motivo_rechazo
20149,2025-11-24,398,33,2,10,137.58,11.14,,monto_asegurado_vacio_o_negativo
20150,2025-09-08,1131,69,14,8,297.35,,7554.03,comision_vacia_o_negativo
20151,2025-07-27,1551,68,2,3,,15.18,11875.2,prima_vacia_o_negativa
20152,2025-12-19,116,39,13,2,703.01,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20153,2025-05-07,2807,41,10,6,,193.75,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20154,2025-12-06,2202,53,10,9,401.11,42.54,,monto_asegurado_vacio_o_negativo
20156,2025-06-09,2791,31,8,11,,,17294.13,"prima_vacia_o_negativa,comision_vacia_o_negativo"
20157,,1139,23,3,11,,291.34,203272.39,"Fecha_emision es nulo,prima_vacia_o_negativa"
20158,2025-02-21,1622,54,15,8,,55.87,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20159,2025-12-08,1166,32,12,10,,196.61,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20160,,2681,8,7,5,620.79,143.54,62538.02,Fecha_emision es nulo
20161,2025-06-15,95,56,13,9,,,239259.2,"prima_vacia_o_negativa,comision_vacia_o_negativo"
20162,2025-09-13,421,42,2,6,,141.05,159031.11,prima_vacia_o_negativa
20163,2025-01-07,1013,60,7,2,694.2,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20164,2026-01-12,1262,68,6,3,1442.66,,241877.61,comision_vacia_o_negativo
20165,,538,58,6,10,,303.72,,"Fecha_emision es nulo,prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20166,2025-06-06,1824,16,9,11,,76.53,138746.94,prima_vacia_o_negativa
20167,2026-02-15,133,48,7,11,1012.15,,133630.73,comision_vacia_o_negativo
20168,2026-01-21,2313,9,2,5,757.35,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20169,2025-06-27,1960,45,14,4,,2316.16,41010.39,prima_vacia_o_negativa
20172,2025-07-11,1165,5,7,7,1750.94,262.18,,monto_asegurado_vacio_o_negativo
20173,2026-01-19,1026,57,12,7,,55.61,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20175,2025-03-06,457,73,1,12,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20176,2025-09-13,2224,55,9,4,,66.69,27794.85,prima_vacia_o_negativa
20177,2025-07-07,1350,19,6,12,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20178,2025-01-24,551,23,14,2,,83.94,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20179,2026-02-14,843,6,5,9,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20180,2025-05-08,2712,32,8,5,131.89,18.63,,monto_asegurado_vacio_o_negativo
20181,2025-06-15,2262,64,7,2,,91.23,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20183,2025-07-02,1605,63,7,5,600.83,96.71,,monto_asegurado_vacio_o_negativo
20184,2025-11-16,847,74,9,4,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20186,2025-09-07,2647,78,15,6,1309.88,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20187,2025-10-02,1017,4,10,9,,192.3,178640.0,prima_vacia_o_negativa
20188,2026-02-20,1493,17,3,11,,100.2,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20189,2025-10-13,2674,120,1,10,1836.54,199.84,,monto_asegurado_vacio_o_negativo
20190,2025-01-20,2860,49,10,8,,171.43,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20191,2025-03-02,1093,43,3,9,355.03,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20192,2025-07-24,1784,41,15,7,712.65,96.47,,monto_asegurado_vacio_o_negativo
20193,2025-03-29,680,78,15,8,,308.57,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20194,2025-10-18,1859,63,5,7,,123.85,203743.65,prima_vacia_o_negativa
20195,,207,58,13,8,,,240047.4,"Fecha_emision es nulo,prima_vacia_o_negativa,comision_vacia_o_negativo"
20196,2025-07-08,307,47,12,1,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20197,2025-07-20,1139,80,6,3,254.01,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20198,2025-04-10,2848,62,3,4,1710.63,281.4,,monto_asegurado_vacio_o_negativo
20199,2025-06-18,2523,27,8,5,,21.64,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20200,2025-10-14,2413,5,4,3,,138.57,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20202,2025-08-21,1302,38,1,11,,127.24,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20204,2025-05-07,133,24,5,10,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20205,2025-08-17,1194,14,2,4,,284.9,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20207,2025-05-08,2436,75,4,4,,99.3,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20208,2025-09-05,2781,17,5,2,,216.09,271631.51,prima_vacia_o_negativa
20209,2025-07-13,2961,45,1,4,,108.38,38942.96,prima_vacia_o_negativa
20210,2025-11-26,484,65,8,2,,88.19,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20211,2025-08-22,2803,37,2,10,1993.05,,316893.63,comision_vacia_o_negativo
20212,2025-09-02,1989,65,5,5,844.26,,138576.47,comision_vacia_o_negativo
20213,2025-04-11,2858,58,4,8,,336.33,36545.81,prima_vacia_o_negativa
20214,2025-08-26,1248,54,3,4,665.38,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20215,2025-06-13,57,64,14,6,710.57,,44650.78,comision_vacia_o_negativo
20216,2025-05-06,1127,49,9,1,,216.88,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20218,2025-01-17,2965,71,14,11,,111.77,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20220,2026-02-11,425,50,3,6,,42.72,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20221,2025-11-13,211,62,8,1,1688.31,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20223,2025-09-06,354,16,13,8,503.57,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20224,2025-02-04,1807,22,11,10,,401.88,311850.56,prima_vacia_o_negativa
20225,2026-01-13,2996,54,15,9,,105.46,228661.56,prima_vacia_o_negativa
20226,2025-01-14,429,69,3,4,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20227,2025-05-11,2464,27,15,2,1753.02,179.66,,monto_asegurado_vacio_o_negativo
20228,,518,2,13,6,662.81,739.94,36408.25,Fecha_emision es nulo
20229,2025-10-19,882,27,12,3,1898.95,,47589.99,comision_vacia_o_negativo
20230,2025-10-27,641,37,7,6,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20231,2025-05-23,2333,43,4,11,,129.15,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20232,2025-12-17,2825,35,3,2,,285.02,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20233,2025-05-19,1902,24,14,6,,194.66,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20234,2025-12-09,308,52,14,1,1937.22,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20235,2025-11-13,2068,51,10,4,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20236,2025-01-01,1768,32,10,1,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20237,2025-05-11,1076,11,4,6,840.04,112.57,,monto_asegurado_vacio_o_negativo
20238,2025-02-12,2685,70,5,6,,162.9,91363.52,prima_vacia_o_negativa
20239,2026-01-13,327,38,9,8,,40.11,28308.58,prima_vacia_o_negativa
20240,2025-09-27,1474,24,3,4,,194.27,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20241,,1895,64,6,4,,,,"Fecha_emision es nulo,prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20242,,556,50,9,12,,,204588.44,"Fecha_emision es nulo,prima_vacia_o_negativa,comision_vacia_o_negativo"
20243,2026-01-29,2435,77,15,4,,120.53,23321.64,prima_vacia_o_negativa
20244,2025-06-12,1756,26,15,1,,123.54,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20245,2025-10-19,259,36,8,3,344.57,82.42,,monto_asegurado_vacio_o_negativo
20246,2025-11-26,1836,44,11,5,1211.43,80.27,,monto_asegurado_vacio_o_negativo
20247,2026-02-14,2704,61,6,7,875.33,70.41,,monto_asegurado_vacio_o_negativo
20248,2025-09-02,3543,42,6,10,190.62,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20249,2025-03-26,881,73,7,6,,,205105.96,"prima_vacia_o_negativa,comision_vacia_o_negativo"
20250,2025-07-25,978,64,15,9,119.16,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20251,2025-04-03,1522,54,9,11,67.96,6.46,,monto_asegurado_vacio_o_negativo
20252,2025-04-12,940,49,10,5,,172.78,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20253,2025-07-15,2425,10,4,12,558.39,38.67,,monto_asegurado_vacio_o_negativo
20254,,1466,35,8,11,709.03,,,"Fecha_emision es nulo,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20255,2025-12-24,1740,41,8,3,150.95,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20256,2026-12-01,576,20,5,2,1530.86,307.42,,monto_asegurado_vacio_o_negativo
20257,,1279,39,6,4,749.66,,,"Fecha_emision es nulo,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20259,2025-02-12,624,1,10,12,274.2,27.66,,monto_asegurado_vacio_o_negativo
20260,2026-02-09,2948,2,14,12,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20261,2025-06-13,1371,36,15,10,341.75,72.25,,monto_asegurado_vacio_o_negativo
20262,,2819,33,5,2,1888.78,445.03,,"Fecha_emision es nulo,monto_asegurado_vacio_o_negativo"
20263,2025-08-30,1986,21,11,10,196.41,253.91,,monto_asegurado_vacio_o_negativo
20264,,605,78,11,3,,,,"Fecha_emision es nulo,prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20265,2025-08-05,1017,40,5,10,,114.79,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20266,2025-04-28,268,15,9,4,119.06,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20267,,776,25,13,12,,251.14,,"Fecha_emision es nulo,prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20268,2025-04-17,1592,73,5,12,,165.16,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20269,2025-04-29,2331,24,3,9,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20270,2025-08-11,205,54,5,1,,79.93,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20271,2025-01-24,3554,4,15,8,1210.07,244.09,,monto_asegurado_vacio_o_negativo
20272,2025-11-07,2232,39,8,4,,,182884.02,"prima_vacia_o_negativa,comision_vacia_o_negativo"
20273,2025-05-25,1510,33,4,2,757.39,183.69,,monto_asegurado_vacio_o_negativo
20274,,1160,48,10,7,762.42,,,"Fecha_emision es nulo,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20276,2025-05-28,1778,47,15,1,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20277,2025-04-04,479,40,10,11,,101.91,41680.21,prima_vacia_o_negativa
20278,2025-03-19,2164,13,13,4,,155.14,308481.72,prima_vacia_o_negativa
20279,2025-08-21,794,41,11,10,239.81,52.04,,monto_asegurado_vacio_o_negativo
20281,2025-06-15,2226,58,2,7,724.97,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20283,2025-08-02,2548,73,11,1,,80.09,128128.0,prima_vacia_o_negativa
20284,2025-05-19,1418,16,14,11,,200.48,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20285,,710,78,5,12,,,,"Fecha_emision es nulo,prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20286,2026-12-01,1799,38,12,12,,221.21,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20287,2025-07-25,2804,18,9,11,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20288,2025-11-28,64,13,8,8,,342.06,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20289,,3609,58,5,8,75.88,17.59,,"Fecha_emision es nulo,monto_asegurado_vacio_o_negativo"
20291,2025-02-05,1817,73,6,9,178.99,35.46,,monto_asegurado_vacio_o_negativo
20292,2025-11-01,2763,3,9,1,577.93,,95163.72,comision_vacia_o_negativo
20293,2025-07-17,716,21,9,5,,231.53,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20294,2026-01-01,1695,21,3,7,,14.08,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20295,2025-05-10,529,45,4,9,344.14,,52931.03,comision_vacia_o_negativo
20296,2025-09-28,639,38,11,6,,28.02,32663.47,prima_vacia_o_negativa
20298,2025-12-09,534,54,12,4,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20299,2025-08-13,1058,32,12,6,,362.73,176714.9,prima_vacia_o_negativa
20300,2025-04-28,512,19,2,5,280.79,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20301,,1704,55,8,7,400.27,56.29,9733.72,Fecha_emision es nulo
20303,2025-10-03,1215,16,5,12,,310.49,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20304,2025-07-29,777,29,3,10,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20305,2025-01-01,1646,16,9,2,,71.09,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20306,2025-03-18,1621,3,3,2,805.63,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20307,2025-08-22,2707,21,4,6,,,150679.6,"prima_vacia_o_negativa,comision_vacia_o_negativo"
20308,2025-11-06,2068,80,4,1,663.1,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20309,2025-06-17,641,27,8,7,,,147294.88,"prima_vacia_o_negativa,comision_vacia_o_negativo"
20310,2025-04-16,299,63,7,11,,394.58,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20311,2025-09-01,1474,49,10,6,357.66,,48937.46,comision_vacia_o_negativo
20312,2026-01-25,393,33,7,11,1281.71,86.35,,monto_asegurado_vacio_o_negativo
20313,2025-03-23,3665,49,6,6,,,85199.89,"prima_vacia_o_negativa,comision_vacia_o_negativo"
20314,2025-04-14,1525,26,1,11,620.07,112.35,,monto_asegurado_vacio_o_negativo
20315,2025-11-10,376,63,10,4,737.26,,62674.92,comision_vacia_o_negativo
20316,2025-06-12,2666,7,11,8,617.66,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20317,2025-08-31,713,40,8,6,,87.55,109119.81,prima_vacia_o_negativa
20318,2025-06-18,1389,75,8,3,1987.63,173.68,,monto_asegurado_vacio_o_negativo
20319,2025-05-08,1898,14,6,9,1515.55,174.19,,monto_asegurado_vacio_o_negativo
20320,2025-01-27,1840,62,10,8,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20321,2025-03-22,1514,51,1,7,1908.66,95.81,,monto_asegurado_vacio_o_negativo
20322,2025-09-04,142,50,9,10,685.73,,136991.9,comision_vacia_o_negativo
20323,,1895,1,7,1,,292.22,92091.94,"Fecha_emision es nulo,prima_vacia_o_negativa"
20324,2025-10-08,66,25,12,4,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20325,,775,37,2,1,208.28,,,"Fecha_emision es nulo,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20328,,2560,6,6,7,1892.75,379.51,,"Fecha_emision es nulo,monto_asegurado_vacio_o_negativo"
20330,2025-12-23,1083,6,6,10,780.5,182.33,,monto_asegurado_vacio_o_negativo
20331,2025-03-11,2556,74,5,4,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20332,2025-06-20,1418,33,12,12,,,108295.39,"prima_vacia_o_negativa,comision_vacia_o_negativo"
20333,2025-08-09,2403,77,5,2,234.06,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20334,2025-12-09,2326,9,8,7,732.49,169.84,,monto_asegurado_vacio_o_negativo
20335,,2771,19,8,9,1345.74,,84713.3,"Fecha_emision es nulo,comision_vacia_o_negativo"
20336,2025-06-14,651,66,12,12,,401.27,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20337,2025-09-01,2201,68,3,1,,252.95,41854.94,prima_vacia_o_negativa
20338,2025-02-22,2717,64,15,8,1725.5,,37773.57,comision_vacia_o_negativo
20339,2025-10-06,327,14,15,5,1801.82,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20341,2025-10-08,1135,36,11,2,,403.34,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20342,2025-07-28,1164,32,3,10,,126.37,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20343,2025-05-30,3559,63,8,4,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20344,2025-06-18,2261,20,13,4,757.43,,112297.14,comision_vacia_o_negativo
20345,2026-07-01,2587,44,6,5,433.38,101.98,,monto_asegurado_vacio_o_negativo
20346,2025-12-06,2870,36,12,7,,117.28,208507.85,prima_vacia_o_negativa
20347,2025-01-09,2110,33,13,9,,148.16,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20348,,354,71,7,10,,287.11,,"Fecha_emision es nulo,prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20349,2025-05-12,2301,28,5,10,356.27,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20350,2025-04-02,2568,46,1,4,,74.26,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20352,,146,12,11,9,,,,"Fecha_emision es nulo,prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20353,,605,34,12,8,,251.13,207023.82,"Fecha_emision es nulo,prima_vacia_o_negativa"
20354,2025-01-03,418,9,5,6,269.0,22.77,,monto_asegurado_vacio_o_negativo
20355,2025-06-13,2522,51,10,11,340.65,81.86,,monto_asegurado_vacio_o_negativo
20356,2025-06-13,2507,7,11,9,,,265777.5,"prima_vacia_o_negativa,comision_vacia_o_negativo"
20357,2025-08-16,236,52,14,8,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20358,2025-06-26,939,1,5,5,1778.48,,343997.98,comision_vacia_o_negativo
20359,,1095,54,8,7,278.87,,,"Fecha_emision es nulo,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20360,2025-03-05,2683,19,5,12,899.07,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20362,2025-08-02,599,25,3,9,826.04,,109517.69,comision_vacia_o_negativo
20363,,2058,49,7,1,80.46,16.48,14169.75,Fecha_emision es nulo
20364,2025-04-02,2191,14,14,2,,,190896.78,"prima_vacia_o_negativa,comision_vacia_o_negativo"
20365,2025-11-22,431,42,5,1,,411.09,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20366,2025-10-17,571,4,10,12,,60.36,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20367,,1327,14,5,7,,,,"Fecha_emision es nulo,prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20368,2025-03-20,593,73,15,8,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20369,2026-05-02,829,66,15,5,,33.57,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20370,2025-01-12,436,27,15,5,1557.37,307.87,,monto_asegurado_vacio_o_negativo
20371,,2182,50,8,9,,,71833.15,"Fecha_emision es nulo,prima_vacia_o_negativa,comision_vacia_o_negativo"
20372,2025-09-11,2142,22,15,3,905.21,211.84,,monto_asegurado_vacio_o_negativo
20375,2025-05-24,891,23,15,2,917.0,153.19,,monto_asegurado_vacio_o_negativo
20376,,1067,8,11,6,,137.53,,"Fecha_emision es nulo,prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20377,2025-04-05,985,11,15,4,783.45,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20379,2026-02-19,2002,53,7,8,-1309.85,176.85,232375.3,
20380,2025-05-10,2083,79,8,8,,,42411.31,"prima_vacia_o_negativa,comision_vacia_o_negativo"
20382,2025-12-20,1875,71,6,12,,133.02,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20383,2025-02-28,532,74,3,8,,,130975.57,"prima_vacia_o_negativa,comision_vacia_o_negativo"
20384,2025-12-28,1628,56,7,8,,235.37,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20385,2026-01-16,3522,41,8,9,,55.51,123797.3,prima_vacia_o_negativa
20386,2025-10-19,135,27,8,1,1281.63,101.12,,monto_asegurado_vacio_o_negativo
20387,2026-01-17,1977,10,11,6,,142.07,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20388,2025-08-22,1182,74,3,8,,10.08,1657.7,prima_vacia_o_negativa
20389,2025-07-10,1098,16,1,2,374.77,,48633.71,comision_vacia_o_negativo
20390,2025-06-19,1970,59,3,12,,,68477.75,"prima_vacia_o_negativa,comision_vacia_o_negativo"
20392,2025-06-14,1024,71,14,2,186.46,42.1,,monto_asegurado_vacio_o_negativo
20393,,253,44,10,7,1848.54,262.08,280624.26,Fecha_emision es nulo
20394,2026-01-27,2607,54,4,12,,,77271.28,"prima_vacia_o_negativa,comision_vacia_o_negativo"
20395,2025-06-30,272,45,15,7,1922.83,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20396,2026-02-12,1507,71,6,7,1347.14,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20397,2026-02-08,3535,58,13,8,426.1,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20399,,46,72,9,12,,63.34,,"Fecha_emision es nulo,prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20400,2025-06-26,2253,3,3,10,,283.75,152856.69,prima_vacia_o_negativa
20402,2025-05-28,910,56,4,11,,100.82,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20404,2025-10-17,1156,77,12,4,439.02,98.42,,monto_asegurado_vacio_o_negativo
20405,2026-02-18,997,63,15,1,737.66,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20406,2025-01-01,265,79,11,11,800.62,88.26,,monto_asegurado_vacio_o_negativo
20407,2025-10-06,2708,55,13,7,388.63,44.74,,monto_asegurado_vacio_o_negativo
20408,2025-03-26,890,31,13,5,,200.71,167491.8,prima_vacia_o_negativa
20409,,459,22,7,7,524.19,100.12,,"Fecha_emision es nulo,monto_asegurado_vacio_o_negativo"
20410,2025-06-17,2453,25,10,6,,,9196.69,"prima_vacia_o_negativa,comision_vacia_o_negativo"
20411,2026-02-04,1540,25,4,2,673.27,116.14,,monto_asegurado_vacio_o_negativo
20412,2025-12-23,2324,49,8,6,,,188141.58,"prima_vacia_o_negativa,comision_vacia_o_negativo"
20413,2025-05-13,1414,28,14,6,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20414,2025-07-06,2007,32,11,11,,,22211.27,"prima_vacia_o_negativa,comision_vacia_o_negativo"
20415,2025-05-06,2247,64,7,12,,301.6,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20416,2025-10-07,2764,45,13,1,,248.47,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20417,2025-03-10,2391,36,14,6,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20418,2026-01-16,1933,1,15,3,305.4,74.5,,monto_asegurado_vacio_o_negativo
20419,2025-05-19,783,57,10,8,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20421,2025-03-23,1303,10,4,10,751.89,,97507.05,comision_vacia_o_negativo
20422,2026-02-03,312,58,12,6,613.94,119.39,,monto_asegurado_vacio_o_negativo
20423,2025-09-24,2557,42,14,3,1252.2,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20424,2026-01-25,2281,34,13,7,1859.29,,252785.45,comision_vacia_o_negativo
20425,,2290,35,5,12,1925.39,,,"Fecha_emision es nulo,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20427,2025-08-19,2718,39,5,12,1881.32,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20428,2025-06-22,2785,43,1,3,,84.03,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20429,2025-04-12,1119,22,15,10,,95.28,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20430,2025-07-29,1085,52,14,7,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20431,2025-03-20,2697,6,5,6,1619.66,186.0,,monto_asegurado_vacio_o_negativo
20432,2025-02-10,670,23,8,1,1775.87,,118528.12,comision_vacia_o_negativo
20433,2025-12-04,354,4,7,6,,275.49,315852.48,prima_vacia_o_negativa
20434,2025-11-06,1259,31,9,8,406.58,24.48,,monto_asegurado_vacio_o_negativo
20435,2025-01-25,748,37,13,4,1475.8,,131175.17,comision_vacia_o_negativo
20436,2025-03-08,808,41,2,3,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20437,2025-12-06,1232,72,13,4,,44.08,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20438,2025-03-20,1152,17,15,2,1494.9,,,"comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
20439,2025-12-30,2351,78,10,4,,315.24,,"prima_vacia_o_negativa,monto_asegurado_vacio_o_negativo"
20441,2025-01-26,2722,13,6,1,856.17,47.19,,monto_asegurado_vacio_o_negativo
20442,2025-09-28,2822,55,2,9,1446.79,,39521.31,comision_vacia_o_negativo
20443,,814,34,9,2,121.41,29.71,,"Fecha_emision es nulo,monto_asegurado_vacio_o_negativo"
20445,2025-03-26,1141,73,12,9,,172.72,119135.71,prima_vacia_o_negativa
20446,2025-05-17,468,20,14,11,,,,"prima_vacia_o_negativa,comision_vacia_o_negativo,monto_asegurado_vacio_o_negativo"
